quiz_id,new_score,score12345
767,-0.12329931369651805,3.4000000000000004
813,-0.02506759486002162,3.5000000000000004
814,,
815,,
816,2.473984119221815,4.9
817,,
818,,
819,-0.701799597814218,3.1
820,-1.745717039425984,2.5000000000000004
821,1.6679087083712223,4.3999999999999995
822,2.628587965194583,5.0
823,1.4947282086323757,4.3
824,-1.9335251726814275,2.4000000000000004
825,0.505344319791825,3.8000000000000003
826,0.6979958293266552,3.9000000000000004
827,,
828,2.3245349651735574,4.8
831,2.7405670982529746,5.0
833,-0.4372839636985891,3.2
834,,
835,1.8116489684709909,4.5
836,2.4130667531361287,4.9
837,0.10672537781979965,3.5000000000000004
838,1.2047325475503254,4.2
839,1.8619607241852973,4.5
846,1.9800667913750916,4.6
847,1.3036146046702255,4.2
849,1.4031678888760848,4.3
851,0.3208406740154632,3.7
872,-0.6253173672292618,3.1
880,,
887,1.686515360897935,4.3999999999999995
890,-0.11891203109393991,3.4000000000000004
891,,
901,-0.19433382944448166,3.4000000000000004
961,1.5526787573178027,4.3999999999999995
973,0.6146934149725698,3.8000000000000003
1003,1.2181949431258443,4.2
2537,1.0858474199346537,4.1
2538,1.0858474199346537,4.1
2539,1.116207901416301,4.1
2540,-0.7879853258309005,3.0000000000000004
2542,1.116207901416301,4.1
2543,1.0858474199346537,4.1
2544,1.0858474199346537,4.1
2545,1.0858474199346537,4.1
2546,1.0858474199346537,4.1
2547,-0.814615673654295,3.0000000000000004
2548,1.116207901416301,4.1
2549,-0.22672369732470504,3.4000000000000004
2550,1.0858474199346537,4.1
2551,1.2602705397787497,4.2
2552,1.0858474199346537,4.1
2553,1.116207901416301,4.1
2554,1.0858474199346537,4.1
2555,1.0858474199346537,4.1
2556,1.0858474199346537,4.1
2557,1.116207901416301,4.1
2558,1.0858474199346537,4.1
2559,1.0858474199346537,4.1
2560,0.1790837804592017,3.6
2561,1.116207901416301,4.1
2562,0.42256691890479875,3.7
2563,1.0858474199346537,4.1
2564,1.0858474199346537,4.1
2565,1.0858474199346537,4.1
2566,1.116207901416301,4.1
2568,1.6584093185777244,4.3999999999999995
2569,1.0858474199346537,4.1
2570,1.0858474199346537,4.1
2571,0.013962843940644353,3.5000000000000004
2572,1.0858474199346537,4.1
2573,1.116207901416301,4.1
2574,-0.7923877826573739,3.0000000000000004
2575,1.0858474199346537,4.1
2576,1.116207901416301,4.1
2577,1.116207901416301,4.1
2578,1.6833505352727398,4.3999999999999995
2579,1.116207901416301,4.1
2580,0.9951235552719806,4.1
2581,1.116207901416301,4.1
2582,1.116207901416301,4.1
2585,1.5173124340587119,4.3999999999999995
2586,1.0858474199346537,4.1
2587,-0.6689820259341999,3.1
2588,1.116207901416301,4.1
2589,1.116207901416301,4.1
2590,1.0858474199346537,4.1
2591,0.3069637044052408,3.7
2592,1.0858474199346537,4.1
2593,-0.8906115771453751,3.0000000000000004
2594,1.116207901416301,4.1
2595,1.0858474199346537,4.1
2596,0.8813308096968137,4.0
2597,1.116207901416301,4.1
2598,1.0858474199346537,4.1
2599,1.116207901416301,4.1
2600,1.116207901416301,4.1
2601,1.116207901416301,4.1
2602,1.0858474199346537,4.1
2603,1.0858474199346537,4.1
2604,-2.6615363465415247,2.0
2605,1.0858474199346537,4.1
2606,1.0858474199346537,4.1
2607,1.116207901416301,4.1
2608,1.0858474199346537,4.1
2609,1.0858474199346537,4.1
2610,-0.48219190326029876,3.2
2611,1.116207901416301,4.1
2612,1.116207901416301,4.1
2613,1.0858474199346537,4.1
2614,0.16368754916516612,3.6
2615,1.0858474199346537,4.1
2616,-0.7008102847834854,3.1
2617,1.0858474199346537,4.1
2619,-0.7485140199724788,3.1
2620,1.116207901416301,4.1
2621,1.0858474199346537,4.1
2622,1.0858474199346537,4.1
2623,1.0858474199346537,4.1
2624,1.0858474199346537,4.1
2625,1.116207901416301,4.1
2626,-0.955869556973155,2.9000000000000004
2627,1.116207901416301,4.1
2628,1.0858474199346537,4.1
2629,1.1956189483915998,4.2
2630,1.116207901416301,4.1
2631,1.116207901416301,4.1
2632,1.116207901416301,4.1
2633,1.0858474199346537,4.1
2634,1.116207901416301,4.1
2635,1.116207901416301,4.1
2637,0.2934378224815704,3.7
2638,-0.7113655780605318,3.1
2639,1.0858474199346537,4.1
2640,0.9400185531016398,4.0
2641,0.769828444485111,3.9000000000000004
2642,1.0858474199346537,4.1
2643,1.116207901416301,4.1
2644,1.0858474199346537,4.1
2645,1.116207901416301,4.1
2646,0.8827777938440732,4.0
2647,1.116207901416301,4.1
2648,0.3438316583258263,3.7
2649,1.116207901416301,4.1
2650,0.18043850616082371,3.6
2651,1.116207901416301,4.1
2652,1.0858474199346537,4.1
2653,0.7913179064059042,3.9000000000000004
2654,1.0858474199346537,4.1
2655,-0.5993226096148947,3.1
2656,1.116207901416301,4.1
